,Calculation ID,Calculation Code,Week,Fiscal Year,Fiscal Quarter,Market,Country Name,Incentive ID,BP Name,Central BP,PEP Element,Type of Sales,Seller Country,Seller Incentive ID,Seller Name,Buyer Country,Buyer Incentive ID,Buyer Name,PH1 Level-Desc,PH2 Level-Desc,PH3 Level-Desc,PH4 Level-Desc,BID type,BID Flag,SPECIAL_BID_NO,Invoice Number,Invoice Date,MTM,BU,Segment,Premier Flag,TS Think,TS Think Meas,Quantity,Revenue,Revenue HWSW,Revenue Services,Revenue(local),Local Currency,D2D intrachannel,Inventory,Measure Flag,Payment Flag,Allocation Flag,TRB,WEB,Platinum Plus,Accelerator
413,6700166799792585420,AUTO_CSEE2019121916679_20200316100312_0496,13,FY1920,Q2,SEE,Bulgaria,ACC00616495,IBS Bulgaria Ltd.,,ALL PRODUCT,T1 SO to T2,Bulgaria,ACC00522174,Solytron Bulgaria Ltd.,Bulgaria,ACC00616495,IBS Bulgaria Ltd.,Server and Storage S&P,X SERVER SOFTWARE - LENOVO,X SERVER LENOVO SW - VMK,X SERVER LENOVO SW - VMK,,SBO,AVGCONPRC,1037981,2019-08-06,4L47A09132,X4,SMB,,N,N,1,13.514,0,0,13.514,EUR,,N,N,Y,Y,N,,,0
414,6700166799792585420,AUTO_CSEE2019121916679_20200316100312_0496,13,FY1920,Q2,SEE,Cyprus,ACC00617344,NEWCYTECH BUSINESS SOLUTIONS LTD,,ALL PRODUCT,Distribution,Cyprus,,,Cyprus,ACC00617344,NEWCYTECH BUSINESS SOLUTIONS LTD,Server and Storage S&P,DCG Server Option,DCG SERVER OPTIONS OTHER - COMMON,DCG SERVER OPTIONS OTHER - COMMON,,ONLINE BID,5313369296,6734059847,2019-09-06,7ZT7A00484,X5,SMB,,N,N,1,80.0,0,0,80.0,EUR,,N,N,Y,Y,N,,,0
415,6700166799792585420,AUTO_CSEE2019121916679_20200316100312_0496,13,FY1920,Q2,SEE,Serbia,ACC00636843,SERBIAN BUSINESS SYSTEMS,,ALL PRODUCT,T1 SO to T2,Serbia,ACC00570233,"Ingram Micro doo, Beograd",Serbia,ACC00636843,SERBIAN BUSINESS SYSTEMS,Server and Storage S&P,DCG SERVER OPTIONS HIGH VOLUME,DCG SERVER POWER - HIGH VOLUME,DCG SERVER POWER - HIGH VOLUME,,ONLINE BID,5312553069,R-19002415,2019-07-03,4P57A12649,X5,SMB,,N,N,2,202.416,0,0,202.416,EUR,,N,N,Y,Y,N,,,0
416,6700166799792585420,AUTO_CSEE2019121916679_20200316100312_0496,13,FY1920,Q2,SEE,Cyprus,ACC00617344,NEWCYTECH BUSINESS SOLUTIONS LTD,,ALL PRODUCT,Distribution,Cyprus,,,Cyprus,ACC00617344,NEWCYTECH BUSINESS SOLUTIONS LTD,Enterprise Product Group,ThinkSystem,ThinkSystem (Rack Server),ThinkSystem SR530 Server,,SBO,5313473822,6734061337,2019-09-29,7X08S3JE00,X1,SMB,,N,N,1,4683.0,0,0,4683.0,EUR,,N,N,Y,Y,N,,,0
417,6700166799792585420,AUTO_CSEE2019121916679_20200316100312_0496,13,FY1920,Q2,SEE,Bulgaria,ACC00616495,IBS Bulgaria Ltd.,,ALL PRODUCT,Distribution,Bulgaria,,,Bulgaria,ACC00616495,IBS Bulgaria Ltd.,Server and Storage S&P,STORAGE OPTIONS,Storage Options Disk (Storwize Old),Storage Options Disk (Storwize V3xxx),,SBO,5313553369,6734061315,2019-09-29,00MN508,XB,SMB,,N,N,2,30.5,0,0,30.5,EUR,,N,N,Y,Y,N,,,0
418,6700166799792585420,AUTO_CSEE2019121916679_20200316100312_0496,13,FY1920,Q2,SEE,Serbia,ACC00636843,SERBIAN BUSINESS SYSTEMS,,ALL PRODUCT,T1 SO to T2,Serbia,ACC00570233,"Ingram Micro doo, Beograd",Serbia,ACC00636843,SERBIAN BUSINESS SYSTEMS,Enterprise Product Group,ThinkSystem,ThinkSystem (Rack Server),ThinkSystem SR250 Server,,ONLINE BID,5312553069,R-19002415,2019-07-03,7Y51S1BR00,X1,SMB,,N,N,5,10812.425,0,0,10812.425,EUR,,N,N,Y,Y,N,,,0
419,6700166799792585420,AUTO_CSEE2019121916679_20200316100312_0496,13,FY1920,Q2,SEE,Serbia,ACC00636843,SERBIAN BUSINESS SYSTEMS,,ALL PRODUCT,Distribution,Serbia,,,Serbia,ACC00636843,SERBIAN BUSINESS SYSTEMS,Services,Enterprise Product Group,Server Warranty Upgrades,Foundation Services,,ONLINE BID,5312906611,6734056740,2019-07-10,5WS7A01544,X7,SMB,,N,N,1,1108.24,0,0,1108.24,EUR,,N,N,Y,Y,N,,,0
420,6700166799792585420,AUTO_CSEE2019121916679_20200316100312_0496,13,FY1920,Q2,SEE,Serbia,ACC00636843,SERBIAN BUSINESS SYSTEMS,,ALL PRODUCT,Distribution,Serbia,,,Serbia,ACC00636843,SERBIAN BUSINESS SYSTEMS,Server and Storage S&P,STORAGE OPTIONS,Storage Options Tape (Tape Old),Storage Options Tape (Tape Old),,ONLINE BID,5313400115,6734060592,2019-09-19,00WF771,XB,SMB,,N,N,3,1062.81,0,0,1062.81,EUR,,N,N,Y,Y,N,,,0
421,6700166799792585420,AUTO_CSEE2019121916679_20200316100312_0496,13,FY1920,Q2,SEE,Cyprus,ACC00617344,NEWCYTECH BUSINESS SOLUTIONS LTD,,ALL PRODUCT,Distribution,Cyprus,,,Cyprus,ACC00617344,NEWCYTECH BUSINESS SOLUTIONS LTD,Services,Enterprise Product Group,Server Post Warranty,Foundation Services,,SBO,5313473822,6734060333,2019-09-15,5WS7A01545,X7,SMB,,N,N,4,2120.0,0,0,2120.0,EUR,,N,N,Y,Y,N,,,0
422,6700166799792585420,AUTO_CSEE2019121916679_20200316100312_0496,13,FY1920,Q2,SEE,Bulgaria,ACC00616495,IBS Bulgaria Ltd.,,ALL PRODUCT,T1 SO to T2,Bulgaria,ACC00522174,Solytron Bulgaria Ltd.,Bulgaria,ACC00616495,IBS Bulgaria Ltd.,Server and Storage S&P,X SERVER SOFTWARE - LENOVO,X SERVER LENOVO SW - VMK,X SERVER LENOVO SW - VMK,,SBO,AVGCONPRC,1037981,2019-08-06,4L47A09133,X4,SMB,,N,N,1,9.404,0,0,9.404,EUR,,N,N,Y,Y,N,,,0
423,6700166799792585420,AUTO_CSEE2019121916679_20200316100312_0496,13,FY1920,Q2,SEE,Serbia,ACC00636843,SERBIAN BUSINESS SYSTEMS,,ALL PRODUCT,Distribution,Serbia,,,Serbia,ACC00636843,SERBIAN BUSINESS SYSTEMS,Server and Storage S&P,DCG Server Option,DCG SERVER RACK INFRASTRUCTURE - COMMON,DCG SERVER RACK INFRASTRUCTURE - COMMON,,ONLINE BID,5312906611,6734056900,2019-07-13,U0DBFJ1,X5,SMB,,N,N,1,1187.0,0,0,1187.0,EUR,,N,N,Y,Y,N,,,0
